stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,119.89,AG-22KT-YELLOW,0,35.25,0,85627.13,,
COMPANY STOCK,MCNCHNREGREG-856,MCNCHNREGREG-856-1,"22KT,YELLOW",SCHN85414,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,26.75,26.75,24.61,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,157.99,AG-22KT-YELLOW,0,26.75,0,64979.45,,
COMPANY STOCK,RJTBRCOVLREG-72,RJTBRCOVLREG-72-1,"22KT,YELLOW",SBRC81449,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,5.748,5.748,5.288,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,747.91,AG-22KT-YELLOW,0,5.748,0,17683.61,,
COMPANY STOCK,RJTBRCOVLREG-69,RJTBRCOVLREG-69-1,"22KT,YELLOW",SBRC81474,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,12.089,12.089,11.122,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,355.61,AG-22KT-YELLOW,0,12.089,0,37191.57,,
COMPANY STOCK,RJTBRCOVLREG-63,RJTBRCOVLREG-63-1,"22KT,YELLOW",SBRC81450,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,10.006,10.006,9.206,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,429.64,AG-22KT-YELLOW,0,10.006,0,30783.26,,
OWNER STOCK,RJTBRCROUROD-33,RJTBRCROUROD-33-1,"22KT,YELLOW",SBRC36796,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,1,8.079,8.079,7.433,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,532.12,AG-22KT-YELLOW,0,8.079,0,0,,
COMPANY STOCK,RJTBRCOVLREG-61,RJTBRCOVLREG-61-1,"22KT,YELLOW",SBRC81443,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,4.149,4.149,3.817,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,1036.15,AG-22KT-YELLOW,0,4.149,0,12764.32,,
COMPANY STOCK,MCNBNGS04REG-983,MCNBNGS04REG-983-1,"22KT,YELLOW",SBNG87742,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,HEERA BHAI,,1,28.36,28.36,26.091,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,149.02,AG-22KT-YELLOW,0,28.36,0,29.59,,
COMPANY STOCK,MCNBNGS01REG-426,MCNBNGS04REG-426-1,"22KT,YELLOW",SBNG66285,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,26.25,26.25,24.15,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,313.81,AG-22KT-YELLOW,0,13.235,0,36528.6,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,319.11,AG-22KT-YELLOW,0,13.015,0,35921.4,,
COMPANY STOCK,CBTCHNREGREG-826,CBTCHNREGREG-826-1,"22KT,YELLOW",SCHN67491,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,8.13,8.13,7.48,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,519.82,AG-22KT-YELLOW,0,8.13,0,25975.35,,
COMPANY STOCK,MCNBNGS02REG-407,MCNBNGS02REG-407-1,"22KT,YELLOW",SBNG63299,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,M/s.SRI SAINATH JEWELLERS,,1,32.654,32.654,30.042,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,253.99,AG-22KT-YELLOW,0,16.352,0,45131.52,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,254.77,AG-22KT-YELLOW,0,16.302,0,44993.52,,
COMPANY STOCK,RJTCHNREGREG-134,RJTCHNREGREG-134-1,"22KT,YELLOW",SCHN81452,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,13.63,13.63,12.54,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,315.41,AG-22KT-YELLOW,0,13.63,0,41932.42,,
COMPANY STOCK,MCNBNGS04REG-395,MCNBNGS04REG-395-1,"22KT,YELLOW",SBNG63311,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,51.89,51.89,47.739,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,323.46,AG-22KT-YELLOW,0,12.84,0,35438.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,318.75,AG-22KT-YELLOW,0,13.03,0,35962.8,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,318.26,AG-22KT-YELLOW,0,13.05,0,36018,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,320.22,AG-22KT-YELLOW,0,12.97,0,35797.2,,
COMPANY STOCK,CBTCHNREGREG-862,CBTCHNREGREG-862-1,"22KT,YELLOW",SCHN80090,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,7.79,7.79,7.167,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,542.5,AG-22KT-YELLOW,0,7.79,0,8.09,,
COMPANY STOCK,RJTBRCOVLREG-79,RJTBRCOVLREG-79-1,"22KT,YELLOW",SBRC81444,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.662,9.662,8.889,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,444.94,AG-22KT-YELLOW,0,9.662,0,29724.95,,
COMPANY STOCK,RJTBRCOVLREG-73,RJTBRCOVLREG-73-1,"22KT,YELLOW",SBRC81429,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,8.06,8.06,7.415,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,533.37,AG-22KT-YELLOW,0,8.06,0,24796.43,,
COMPANY STOCK,RJTBRCLSEREG-66,RJTBRCLSEREG-66-1,"22KT,YELLOW",SBRC81451,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,11.479,11.479,10.561,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,374.51,AG-22KT-YELLOW,0,11.479,0,35314.91,,
COMPANY STOCK,RJTBRCLSEREG-68,RJTBRCLSEREG-68-1,"22KT,YELLOW",SBRC81463,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,8.012,8.012,7.371,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,536.57,AG-22KT-YELLOW,0,8.012,0,24648.76,,
COMPANY STOCK,HOLBRCLSEREG-7,HOLBRCLSEREG-7-1,"22KT,YELLOW",SBRC7590,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,18.262,18.262,16.801,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,235.41,AG-22KT-YELLOW,0,18.262,0,50403.12,,
COMPANY STOCK,CRTBRCLSEREG-34,CRTBRCLSEREG-34_1-1,"22KT,YELLOW",SBRC91115,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,TANISH GOLD,,1,8.14,8.14,7.489,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,546.03,AG-22KT-YELLOW,0,8.14,0,23580.58,,
COMPANY STOCK,MCNBNGS08REG-940,MCNBNGS08REG-940-1,"22KT,YELLOW",SBNG81854,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,SRI SHUBHAM JEWELLERS,,1,35.35,35.35,32.522,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,117.49,AG-22KT-YELLOW,0,35.35,0,36.31,,
OWNER STOCK,MCNACSBCNREG-474,MCNACSBCNREG-474-1,"22KT,YELLOW",SACS37405,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,SRIKANTA GHOSH (44),SRIKANTA GHOSH (44),1,5.785,5.785,5.322,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,743.12,AG-22KT-YELLOW,0,5.785,0,0,,
COMPANY STOCK,NWBBRCLSEREG-3,NWBBRCLSEREG-3-1,"22KT,YELLOW",SBRC67543,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,I.K.JEWELLERS,,1,6.66,6.66,6.127,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,634.55,AG-22KT-YELLOW,0,6.66,0,21278.7,,
COMPANY STOCK,MCNBNGS02REG-859,MCNBNGS02REG-859-1,"22KT,YELLOW",SBNG49948,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,M/s.SRI SAINATH JEWELLERS,,1,18.66,18.66,17.167,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,226.48,AG-22KT-YELLOW,0,18.66,0,58702.96,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77622,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Aarpee Bangles,,1,50.34,50.34,46.313,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,330.41,AG-22KT-YELLOW,0,12.57,0,34693.2,,
,,,,,,FG-BHSHW,,,,0,0,0,0,329.88,AG-22KT-YELLOW,0,12.59,0,34748.4,,
,,,,,,FG-BHSHW,,,,0,0,0,0,329.62,AG-22KT-YELLOW,0,12.6,0,34776,,
,,,,,,FG-BHSHW,,,,0,0,0,0,330.15,AG-22KT-YELLOW,0,12.58,0,34720.8,,
COMPANY STOCK,MCNCHNREGREG-800,MCNCHNREGREG-800-1,"22KT,YELLOW",SCHN80282,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,SANDEEP (D),,1,23.49,23.49,21.611,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,179.91,AG-22KT-YELLOW,0,23.49,0,24.07,,
COMPANY STOCK,INTBRCLSEREG-2,INTBRCLSEREG-2-1,"22KT,YELLOW",SBRC86330,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,7.33,7.33,6.744,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,576.55,AG-22KT-YELLOW,0,7.33,0,19962.93,,
COMPANY STOCK,TALCHNREGREG-155,TALCHNREGREG-155-1,"22KT,YELLOW",SCHN14376,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Prasanth Das,,1,19.05,19.05,17.526,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,221.84,AG-22KT-YELLOW,0,19.05,0,52578,,
COMPANY STOCK,MCNBNGS04REG-901,MCNBNGS04REG-901-1,"22KT,YELLOW",SBNG68752,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,M/s.SRI SAINATH JEWELLERS,,1,38.7,38.7,35.604,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,111.08,AG-22KT-YELLOW,0,38.7,0,121747.3,,
COMPANY STOCK,MCNBNGS12REG-1013,MCNBNGS12REG-1013-1,"22KT,YELLOW",CBNG94109,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,SRI SHUBHAM JEWELLERS,,1,110.3,110.3,101.476,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,38.31,AG-22KT-YELLOW,0,110.3,0,313398.91,,
COMPANY STOCK,CBTCHNREGREG-901,CBTCHNREGREG-901-1,"22KT,YELLOW",SCHN80182,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,SANDEEP (D),,1,6.155,6.155,5.663,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,686.61,AG-22KT-YELLOW,0,6.155,0,11490.5,,
COMPANY STOCK,MCNCHNREGREG-613,MCNCHNREGREG-613-1,"22KT,YELLOW",SCHN46038,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,4.445,4.445,4.089,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,934.36,AG-22KT-YELLOW,0,4.445,0,15384.32,,
COMPANY STOCK,SDKBRCROUREG-30,SDKBRCROUREG-30-1,"22KT,YELLOW",SBRC10253,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,PMJ GEMS & JEWELLERS,,1,25.11,25.11,23.101,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,168.3,AG-22KT-YELLOW,0,25.11,0,69303.6,,
COMPANY STOCK,MCNBNGS08REG-991,MCNBNGS08REG-991-1,"22KT,YELLOW",SBNG90283,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DEEPA GOLD,,1,64.29,64.29,59.147,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,64.6,AG-22KT-YELLOW,0,64.29,0,64.29,,
COMPANY STOCK,CBTCHNREGREG-996,CBTCHNREGREG-996-1,"22KT,YELLOW",SCHN86779,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,MACALUCKSHMI JEWELLERS,,1,19.05,19.05,17.526,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,221.84,AG-22KT-YELLOW,0,19.05,0,58551.02,,
COMPANY STOCK,MCNBNGS04REG-318,MCNBNGS02REG-318-1,"22KT,YELLOW",SBNG37201,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,,1,21.767,21.767,20.026,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,194.15,AG-22KT-YELLOW,0,21.767,0,68477.35,,
COMPANY STOCK,RJTCHNREGREG-153,RJTCHNREGREG-153-1,"22KT,YELLOW",SCHN81472,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,23.783,23.783,21.88,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,180.76,AG-22KT-YELLOW,0,23.783,0,73167.92,,
COMPANY STOCK,RJTCHNREGREG-148,RJTCHNREGREG-148-1,"22KT,YELLOW",SCHN81489,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.66,9.66,8.887,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,445.03,AG-22KT-YELLOW,0,9.66,0,29727.68,,
COMPANY STOCK,RJTCHNREGREG-130,RJTCHNREGREG-130-1,"22KT,YELLOW",SCHN81471,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,6.65,6.65,6.118,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,646.46,AG-22KT-YELLOW,0,6.65,0,20458.59,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74925,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,7.485,7.485,6.886,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,564.61,AG-22KT-YELLOW,0,7.485,0,23951.99,,
COMPANY STOCK,MCNBNGS01REG-181,MCNBNGS01REG-181-1,"22KT,YELLOW",SBNG9616,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,48.09,48.09,44.243,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,86.36,AG-22KT-YELLOW,0,48.09,0,132728.4,,
COMPANY STOCK,MCNBNGS04REG-646,MCNBNGS04REG-646-1,"22KT,YELLOW",SBNG37560,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DHANRAJ BANGLES,,1,49.377,49.377,45.427,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,85.59,AG-22KT-YELLOW,0,49.377,0,154742.58,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74929,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,8.984,8.984,8.265,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,470.4,AG-22KT-YELLOW,0,8.984,0,28748.79,,
COMPANY STOCK,SDKBRCROUREG-28,SDKBRCROUREG-28-1,"22KT,YELLOW",SBRC10197,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,18.17,18.17,16.716,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,228.58,AG-22KT-YELLOW,0,18.17,0,50149.2,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74924,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Chains Corner Jewellery (I) PLtd,,1,7.225,7.225,6.647,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,584.93,AG-22KT-YELLOW,0,7.225,0,23119.99,,
COMPANY STOCK,RJTCHNREGREG-151,RJTCHNREGREG-151-1,"22KT,YELLOW",SCHN81469,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,10.973,10.973,10.095,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,391.78,AG-22KT-YELLOW,0,10.973,0,33758.22,,
COMPANY STOCK,CBTCHNREGREG-830,CBTCHNREGREG-830-1,"22KT,YELLOW",SCHN67503,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,I.K.JEWELLERS,,1,24.59,24.59,22.623,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,171.86,AG-22KT-YELLOW,0,24.59,0,78565.05,,
COMPANY STOCK,MCNCHNREGREG-787,MCNCHNREGREG-787-1,"22KT,YELLOW",SCHN67799,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,I.K.JEWELLERS,,1,23.99,23.99,22.071,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,173.12,AG-22KT-YELLOW,0,23.99,0,76648.05,,
COMPANY STOCK,MCNCHNREGREG-761,MCNCHNREGREG-761-1,"22KT,YELLOW",SCHN67805,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,I.K.JEWELLERS,,1,16.14,16.14,14.849,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,257.33,AG-22KT-YELLOW,0,16.14,0,51567.3,,
COMPANY STOCK,CBTCHNREGREG-1056,CBTCHNREGREG-1056-1,"22KT,YELLOW",SCHN94052,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,DIVIJA JEWELS,,1,8.17,8.17,7.516,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,517.27,AG-22KT-YELLOW,0,8.17,0,23715.53,,
COMPANY STOCK,MCNCHNREGREG-877,MCNCHNREGREG-877-1,"22KT,YELLOW",SCHN86276,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,5.85,5.85,5.382,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,709.96,AG-22KT-YELLOW,0,5.85,0,15932.22,,
COMPANY STOCK,RJTCHNREGREG-143,RJTCHNREGREG-143-1,"22KT,YELLOW",SCHN81462,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,10.056,10.056,9.252,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,427.5,AG-22KT-YELLOW,0,10.056,0,30937.08,,
COMPANY STOCK,CRTBRCLSEREG-28,CRTBRCLSEREG-28_1-1,"22KT,YELLOW",SBRC85385,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,19.71,19.71,18.133,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,214.41,AG-22KT-YELLOW,0,19.71,0,47878.32,,
COMPANY STOCK,FCYCHNREGREG-167,FCYCHNREGREG-167-1,"22KT,YELLOW",SCHN86303,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,7.95,7.95,7.314,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,531.59,AG-22KT-YELLOW,0,7.95,0,21651.48,,
COMPANY STOCK,MCNACSBCNREG-54,MCNCHNREGREG-54-1,"22KT,YELLOW",SCHN71278,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,25,25,23,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,169.04,AG-22KT-YELLOW,0,25,0,75391.85,,
COMPANY STOCK,RJTBRCROUROD-4,RJTBRCROUROD-4-1,"22KT,YELLOW",SBRC10147,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,11.42,11.42,10.506,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,370.06,AG-22KT-YELLOW,0,11.42,0,31519.2,,
COMPANY STOCK,FCYCHNREGREG-173,FCYCHNREGREG-173-1,"22KT,YELLOW",SCHN86309,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,8.05,8.05,7.406,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,524.98,AG-22KT-YELLOW,0,8.05,0,21923.82,,
COMPANY STOCK,CSTBRCLSEREG-51,CSTBRCLSEREG-51-1,"22KT,YELLOW",SBRC91101,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TANISH GOLD,,1,10.83,10.83,9.964,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,410.41,AG-22KT-YELLOW,0,10.83,0,31373.17,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74922,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,6.885,6.885,6.334,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,613.81,AG-22KT-YELLOW,0,6.885,0,22031.99,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74920,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,8.225,8.225,7.567,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,513.81,AG-22KT-YELLOW,0,8.225,0,26319.99,,
COMPANY STOCK,MCNCHNREGREG-88,MCNCHNREGREG-88-1,"22KT,YELLOW",SCHN18233,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,26.74,26.74,24.601,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,152.59,AG-22KT-YELLOW,0,26.74,0,95441.49,,
COMPANY STOCK,MCNCHNREGREG-612,MCNCHNREGREG-612-1,"22KT,YELLOW",SCHN46014,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,9.119,9.119,8.389,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,455.45,AG-22KT-YELLOW,0,9.119,0,31561.22,,
COMPANY STOCK,CBTCHNREGREG-495,CBTCHNREGREG-495-1,"22KT,YELLOW",SCHN23947,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,DIVIJA JEWELS,,1,12.23,12.23,11.252,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,345.55,AG-22KT-YELLOW,0,12.23,0,38678.29,,
COMPANY STOCK,SDKBRCROUREG-48,SDKBRCROUREG-48-1,"22KT,YELLOW",SBRC19768,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Aarpee Bangles,,1,40.08,40.08,36.874,0,,0,0,0,0,0,18
